StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60,Q6,Q7,Q7_3_TEXT,Q8,Q8_5_TEXT,Q9,Q10,Q11
02/03/2022 14:13,02/03/2022 14:22,0,100,511,1,02/03/2022 14:22,R_2E4xg0Y7M9PVSVQ,anonymous,EN,,PR07 : Freudulent Activities,4,5,4,5,1,4,5,4,5,5,1,2,5,4,5,4,1,4,4,5,3,1,5,4,4,5,5,4,5,1,5,5,4,1,5,2,1,4,1,5,5,4,5,5,4,5,1,4,5,2,5,5,5,4,1,5,5,4,1,5,50,,,1,,3,3,4
25/02/2022 08:08,25/02/2022 08:12,0,100,196,1,25/02/2022 08:12,R_BFzGx4nL2E1tHj3,anonymous,EN,1,PR12 : Psych,5,5,2,1,4,4,5,4,3,4,2,4,5,5,3,2,5,4,5,4,3,2,5,1,4,2,3,4,2,5,2,4,4,5,4,2,4,4,4,2,5,4,4,2,4,5,4,2,1,3,3,5,2,4,3,5,4,2,5,2,18,2,,2,,2,3,5
25/02/2022 08:06,25/02/2022 08:12,0,100,390,1,25/02/2022 08:12,R_1d02E7jfS54wHqQ,anonymous,EN,1,PR12 : DSM IV,1,4,4,2,4,1,4,5,1,4,4,2,1,4,4,5,2,4,2,5,1,1,5,1,1,5,4,2,5,2,5,3,2,5,5,5,1,2,5,4,1,3,2,4,2,1,4,4,1,2,5,4,2,5,2,1,4,2,1,4,20,4,,4,,1,2,4
02/03/2022 17:00,02/03/2022 17:11,0,100,657,1,02/03/2022 17:11,R_qJyuWG2HVAPOpWx,anonymous,EN,1,PR09 : Pavlov's Puppies,5,5,5,4,4,4,5,4,4,2,4,1,4,4,1,2,5,1,4,1,4,2,4,5,5,2,5,4,5,5,2,5,1,4,4,2,1,1,4,1,2,1,5,4,4,5,1,4,5,4,5,5,1,4,5,5,5,3,4,2,42,,,1,,2,1,1
03/03/2022 13:44,03/03/2022 13:51,0,100,413,1,03/03/2022 13:51,R_1DvVsaETOqheUdr,anonymous,EN,1,PR07 : JJN Neurotics,3,4,1,1,4,3,4,3,1,3,2,4,3,5,1,3,5,5,5,5,3,5,3,1,2,3,1,3,1,2,3,3,5,5,5,1,2,4,5,3,4,4,4,1,2,4,1,1,1,1,4,4,2,3,3,4,3,4,5,3,18,,,1,,2,2,1
26/02/2022 09:22,26/02/2022 09:32,0,100,583,1,26/02/2022 09:32,R_Urxdyxmy54sMXmN,anonymous,EN,1,PR12 : DSM IV,4,4,2,1,1,4,4,2,2,5,2,2,2,3,5,3,1,4,4,5,4,2,5,1,2,5,2,1,2,1,4,5,3,5,5,2,3,2,4,4,2,4,2,3,1,4,1,4,1,1,4,4,2,4,2,4,3,4,4,5,30,2,,5,Biromantic Gray-Asexual,2,3,2
24/02/2022 13:34,24/02/2022 13:38,0,100,238,1,24/02/2022 13:38,R_1r8rojadKPGirLZ,anonymous,EN,1,PR12 : DSM IV,2,3,2,4,1,4,4,3,4,5,3,3,4,1,4,4,2,4,4,3,3,1,3,4,2,2,3,2,4,2,4,3,4,2,4,2,3,4,3,4,2,4,4,4,2,1,3,1,4,3,3,4,4,2,2,3,3,3,1,4,29,3,"Female, agender",4,,4,4,1
25/02/2022 08:14,25/02/2022 08:19,0,100,318,1,25/02/2022 08:19,R_2YrM2EOMQtljBom,anonymous,EN,1,PR04 : The Philip ZimbardHoes,4,5,4,1,5,4,5,2,4,5,1,2,4,4,3,4,1,4,5,5,4,2,2,2,1,5,4,3,1,5,4,5,2,5,5,5,3,4,5,4,4,4,5,2,1,4,2,2,1,1,2,4,5,4,2,4,3,4,4,4,19,2,,3,,1,,1
25/02/2022 08:11,25/02/2022 08:20,0,100,527,1,25/02/2022 08:20,R_21hPvJWzopwfYGP,anonymous,EN,1,PR08 : Pink Freud,4,2,2,5,2,4,5,2,4,3,4,2,5,2,2,2,5,4,4,2,4,1,4,4,2,1,4,2,4,2,4,5,5,2,4,3,1,5,2,2,4,2,5,5,3,3,1,2,4,4,4,4,5,3,4,4,4,4,1,3,55,2,,1,,2,2,1
26/02/2022 07:35,26/02/2022 07:41,0,100,371,1,26/02/2022 07:41,R_x4trn2yGbcIanux,anonymous,EN,1,PR12 : DSM IV,3,5,4,2,1,3,5,4,4,5,1,3,4,5,3,3,1,4,5,5,3,1,5,4,1,2,5,5,1,1,4,1,2,5,4,3,4,2,5,4,3,3,4,2,1,4,1,4,1,1,3,5,3,3,1,5,4,5,4,5,17,2,,5,"Biromantic, ace questioning",4,2,2
25/02/2022 08:20,25/02/2022 08:23,0,100,171,1,25/02/2022 08:23,R_2ZCxGLGvNzMEEBC,anonymous,EN,1,PR12 : DSM IV,1,5,5,3,4,2,4,4,2,5,3,3,3,2,3,5,3,3,4,5,2,1,5,2,3,4,4,4,3,2,5,4,1,4,5,4,3,3,3,5,3,4,3,3,3,1,4,4,3,3,4,4,2,4,2,3,3,4,3,4,25,4,,4,,0,,4
25/02/2022 08:19,25/02/2022 08:23,0,100,267,1,25/02/2022 08:23,R_2PaKcvuh49mSpWi,anonymous,EN,1,PR12 : DSM IV,2,5,5,4,2,1,5,5,5,5,3,1,4,2,4,4,1,3,4,5,1,1,5,4,1,5,5,2,5,3,5,5,3,2,5,2,2,4,2,5,2,2,4,4,1,4,1,2,4,1,5,5,2,2,2,4,5,4,4,5,28,1,,4,,0,1,1
25/02/2022 08:17,25/02/2022 08:26,0,100,519,1,25/02/2022 08:26,R_21b0eKQw2uhcnXO,anonymous,EN,1,PR02 : Pavlovs Puppies,2,4,2,5,3,4,5,5,3,4,3,1,4,1,4,4,1,5,4,3,3,1,5,4,3,5,5,1,5,2,5,4,5,4,3,3,2,3,3,4,2,4,4,5,1,3,1,1,2,2,4,3,2,4,2,2,3,1,1,3,20,2,,1,,2,1,1
25/02/2022 08:19,25/02/2022 08:26,0,100,388,1,25/02/2022 08:26,R_1j70mSKIavNPpBo,anonymous,EN,1,PR12 : DSM IV,3,5,2,3,1,2,5,1,4,5,2,2,4,5,4,4,1,4,5,5,2,1,4,2,1,4,4,1,1,1,5,4,4,5,4,3,3,5,4,5,3,4,4,2,1,3,1,2,1,2,4,5,4,4,2,4,4,1,5,5,17,2,,4,,1,1,4
25/02/2022 08:19,25/02/2022 08:27,0,100,450,1,25/02/2022 08:27,R_DoEizdoYoVQN1QZ,anonymous,EN,1,PR12 : DSM IV,3,5,5,3,2,2,5,5,4,4,3,1,5,4,5,4,1,1,5,5,2,1,4,3,2,3,4,2,2,2,5,4,1,5,4,3,2,5,4,4,3,2,5,3,1,3,4,5,1,1,4,5,2,4,1,2,4,1,3,3,26,1,,4,,1,2,1
25/02/2022 08:20,25/02/2022 08:29,0,100,519,1,25/02/2022 08:29,R_32JCpArBGIuZbPg,anonymous,EN,1,PR04 : The Philip ZimbardHoes,5,5,4,4,4,3,4,4,4,4,2,2,5,3,4,2,1,2,1,5,3,2,3,4,2,3,5,4,4,1,4,5,3,2,5,3,2,3,2,4,5,2,5,4,2,5,1,3,3,1,2,5,2,2,4,4,5,4,2,4,24,1,,6,,1,1,1
02/03/2022 08:46,02/03/2022 08:55,0,100,550,1,02/03/2022 08:55,R_2bJAFSzzAXXgRlu,anonymous,EN,1,PR13 : Persona,2,5,2,2,1,3,5,2,2,5,4,4,4,5,5,3,5,4,5,5,3,4,5,5,1,5,4,4,1,1,4,4,4,5,5,2,1,2,5,5,2,5,4,4,1,3,2,1,1,1,2,4,2,4,1,4,4,4,5,3,24,3,Non Binary,5,"Biromantic, Asexual",0,1,2
26/02/2022 20:43,26/02/2022 20:49,0,100,343,1,26/02/2022 20:49,R_3aPWTAIqOmqdFIJ,anonymous,EN,1,PR14 : Gimme! Gimme! Gimme! (A Diagnosis),4,4,4,2,1,3,4,2,4,3,2,4,4,4,3,4,2,4,4,5,2,2,4,2,2,2,4,2,2,1,5,4,4,5,5,5,4,4,4,4,4,4,5,2,2,4,2,1,1,1,5,4,3,4,3,4,4,3,4,4,20,2,,5,"biromantic, asexual",3,1,1
25/02/2022 08:27,25/02/2022 08:34,0,100,380,1,25/02/2022 08:34,R_qXjWnHjIFdjDrTr,anonymous,EN,1,PR12 : DSM IV,2,3,4,2,1,4,4,2,3,4,1,4,4,2,4,4,4,1,4,5,3,1,4,4,3,1,3,4,3,1,5,2,2,4,5,3,2,4,3,4,4,4,3,3,1,2,3,3,2,1,1,4,4,2,2,2,2,4,2,4,33,2,,4,,2,1,1
25/02/2022 08:29,25/02/2022 08:35,0,100,331,1,25/02/2022 08:35,R_1FgOJonwREaYQQh,anonymous,EN,1,PR12 : DSM IV,2,5,1,1,1,2,5,3,1,5,4,4,4,5,4,4,5,5,5,5,2,2,5,1,1,5,2,1,1,2,4,4,5,5,5,4,1,4,5,5,2,5,4,2,1,4,1,1,1,1,2,5,5,4,3,5,2,1,5,4,25,2,,4,,2,2,3
25/02/2022 08:29,25/02/2022 08:36,0,100,391,1,25/02/2022 08:36,R_1jIdbH6mA5PP8iK,anonymous,EN,1,PR12 : DSM IV,1,4,4,1,2,1,4,4,2,4,2,2,2,4,4,5,1,3,4,4,2,1,4,1,4,4,4,4,2,2,5,4,2,5,4,4,4,2,4,4,1,4,2,2,4,1,4,4,1,2,5,4,2,4,2,2,2,4,4,2,22,1,,4,,1,1,1
25/02/2022 08:27,25/02/2022 08:36,0,100,536,1,25/02/2022 08:36,R_3iVz2jjwcE5gb9C,anonymous,EN,1,PR05 : Sleepy Psych students,1,4,4,1,1,1,4,5,1,4,3,1,4,4,1,5,1,5,4,5,1,1,5,1,4,4,4,3,1,1,5,5,3,5,5,4,1,2,4,3,1,1,5,3,1,4,1,4,1,1,5,5,4,5,3,1,3,1,4,4,18,2,,1,,1,2,1
25/02/2022 08:32,25/02/2022 08:37,0,100,330,1,25/02/2022 08:37,R_1FyMm6phOTWoVbc,anonymous,EN,1,PR01 : DSM-Four,1,1,2,5,1,4,4,5,4,3,2,4,4,1,2,1,4,5,2,5,4,4,5,4,4,1,2,2,4,1,4,2,3,4,5,3,4,4,2,3,1,5,4,4,1,4,2,1,2,1,4,5,4,1,2,3,1,4,1,2,26,1,,4,,8,1,1
25/02/2022 08:30,25/02/2022 08:37,0,100,468,1,25/02/2022 08:37,R_8eHLEwi1XbZ6IGl,anonymous,EN,1,PR08 : The Control Group,4,4,1,4,3,3,5,3,5,5,4,2,5,2,4,4,1,5,3,4,3,3,5,5,2,1,4,3,5,1,3,4,5,3,3,3,3,4,1,3,4,5,4,5,1,4,5,1,4,1,3,5,5,1,3,4,2,5,1,4,18,1,,1,,1,1,1
25/02/2022 05:39,25/02/2022 08:40,0,100,10875,1,25/02/2022 08:40,R_2sb7SExXPQDuFUu,anonymous,EN,1,PR12 : DSM IV,2,5,5,2,2,2,4,4,4,4,5,2,4,4,5,5,1,1,5,4,4,1,5,2,1,4,5,5,2,2,5,5,1,5,5,4,2,4,5,5,2,4,5,3,1,2,1,4,1,1,2,4,2,5,1,2,2,2,2,4,21,2,,4,,1,1,1
25/02/2022 08:34,25/02/2022 08:41,0,100,413,1,25/02/2022 08:41,R_2BlAVlu51x0RmnQ,anonymous,EN,1,PR12 : DSM IV,1,5,4,1,3,1,4,4,1,4,3,3,2,3,3,3,1,4,4,4,1,1,5,4,2,5,1,2,1,3,5,3,3,5,4,5,2,3,5,4,1,4,2,3,3,3,1,2,1,2,5,4,3,5,2,2,1,3,4,3,17,2,,4,,0,1,1
24/02/2022 09:43,24/02/2022 09:52,0,100,516,1,24/02/2022 09:52,R_262USWFzx9PkU7X,anonymous,EN,1,PR01 : Freud Eggs,4,2,3,3,2,4,4,4,3,3,4,5,3,4,4,4,5,4,4,4,3,2,3,3,5,2,2,3,2,4,4,4,1,4,4,2,4,4,3,4,1,4,5,3,4,4,4,5,2,4,3,3,3,3,2,2,3,4,4,2,19,,,4,,54,57,5
25/02/2022 08:38,25/02/2022 08:44,0,100,368,1,25/02/2022 08:44,R_1I7bEr0m3IpOPtk,anonymous,EN,1,PR12 : DSM IV,2,5,3,5,1,1,5,3,4,4,3,2,3,4,4,4,1,4,4,5,2,1,4,2,4,4,2,4,3,1,4,4,3,5,5,4,4,4,5,4,1,3,4,3,1,3,4,2,1,1,5,4,4,4,2,3,4,2,3,4,21,1,,4,,2,2,3
24/02/2022 17:35,24/02/2022 17:40,0,100,309,1,24/02/2022 17:40,R_1oceF6AFDycIF5e,anonymous,EN,1,PR12 : DSM IV,2,4,4,2,4,3,4,4,3,5,2,3,4,5,3,5,2,4,4,4,2,2,5,4,5,5,4,4,2,3,5,4,2,4,3,5,5,5,2,3,4,3,4,2,1,2,1,2,1,2,4,4,4,3,3,4,4,4,4,3,21,3,Fluid,2,,1,2,3
25/02/2022 08:41,25/02/2022 08:52,0,100,654,1,25/02/2022 08:52,R_qJUVD6jc81saSGt,anonymous,EN,1,PR12 : DSM IV,4,5,4,2,3,5,4,3,4,4,2,2,4,4,4,4,5,4,4,5,4,3,3,3,2,3,5,4,4,3,4,5,2,4,4,3,3,4,4,4,4,4,4,3,2,5,5,3,1,1,2,5,4,5,2,4,3,4,3,4,16,2,,4,,4,2,1
25/02/2022 08:33,25/02/2022 08:52,0,100,1150,1,25/02/2022 08:52,R_3PoTyeaSPPzahvo,anonymous,EN,1,PR12 : DSM IV,2,5,5,2,4,1,5,4,4,4,4,2,4,4,4,5,1,4,4,2,1,1,5,4,1,3,5,4,4,4,5,5,2,5,3,2,1,2,3,5,1,2,4,2,4,2,1,4,1,4,4,5,1,3,1,4,4,3,2,4,18,2,,4,,1,1,5
25/02/2022 08:47,25/02/2022 08:52,0,100,301,1,25/02/2022 08:52,R_3QFUQN7ovF9YVX3,anonymous,EN,1,PR02 : Pavlovs Puppies,3,5,4,3,2,3,5,4,3,4,2,2,3,3,2,4,4,3,3,4,1,1,5,3,4,4,4,3,2,2,3,5,3,5,3,4,2,2,4,4,4,2,4,4,3,4,1,2,2,4,4,5,2,4,3,4,4,3,5,2,21,2,,1,,2,,1
25/02/2022 08:47,25/02/2022 08:53,0,100,349,1,25/02/2022 08:53,R_2SCC3t0j4KRZBTo,anonymous,EN,1,PR01 : DSM-Four,1,3,4,2,2,4,3,4,1,2,3,4,2,4,3,5,1,2,4,5,3,3,5,3,1,5,3,4,2,1,5,3,3,4,5,3,4,2,4,4,2,4,1,2,1,1,3,4,5,2,3,4,2,4,3,2,3,4,4,3,21,2,,4,,1,1,5
25/02/2022 08:48,25/02/2022 08:53,0,100,315,1,25/02/2022 08:53,R_2EFh93i0iC5E7vb,anonymous,EN,1,PR12 : DSM IV,2,3,3,2,2,4,4,2,2,4,4,2,4,4,4,4,4,5,4,3,4,2,5,4,1,4,2,4,4,2,4,4,4,5,3,4,3,2,4,4,2,2,5,3,2,4,4,2,3,4,2,2,5,4,2,3,4,4,4,4,25,4,,4,,1,1,5
25/02/2022 08:50,25/02/2022 08:55,0,100,311,1,25/02/2022 08:55,R_31GmeYopToP6Zw1,anonymous,EN,1,PR05 : MAKA,4,5,1,1,4,5,5,4,1,2,2,4,4,4,1,1,5,5,5,5,5,2,4,5,1,4,2,4,2,5,1,4,2,5,4,3,2,4,2,5,1,5,5,4,2,5,1,2,1,2,1,5,2,4,3,4,2,4,4,1,23,2,,2,,2,1,1
01/03/2022 05:53,01/03/2022 06:00,0,100,436,1,01/03/2022 06:00,R_1GI9f31kxbCpmV4,anonymous,EN,1,PR12 : DSM IV,2,2,2,3,3,3,4,4,4,5,4,4,4,2,4,4,4,4,3,4,4,4,5,3,2,2,4,2,4,3,4,4,2,3,2,4,2,4,3,5,2,4,4,4,3,2,4,2,2,2,2,4,4,4,3,1,4,2,2,4,17,3,Fluid ,4,,2,2,1
26/02/2022 04:39,26/02/2022 04:44,0,100,350,1,26/02/2022 04:44,R_1q7AvNU9GHrVA7P,anonymous,EN,1,PR12 : DSM IV,3,5,4,4,1,2,5,1,4,5,4,2,4,3,5,3,1,3,5,5,3,2,5,5,1,5,5,3,4,1,4,5,1,3,5,2,2,5,3,5,2,4,4,4,2,4,1,5,3,2,5,5,3,4,1,4,4,2,2,5,25,2,,5,Biromantic/Asexual,2,1,3
24/02/2022 16:57,24/02/2022 17:01,0,100,202,1,24/02/2022 17:01,R_2SjCuo2PusTHdPh,anonymous,EN,1,PR12 : DSM IV,2,5,2,1,1,1,5,2,2,5,5,2,4,5,5,4,1,5,5,5,1,2,5,2,1,5,5,4,1,1,3,5,5,5,5,2,1,4,5,3,1,4,4,3,1,3,1,1,1,4,5,5,3,5,1,3,5,1,5,3,20,2,,5,biromantic/grey-a-sexual,3,4,2
01/03/2022 22:37,01/03/2022 22:43,0,100,324,1,01/03/2022 22:43,R_2AMrv95TcxCV0TL,anonymous,EN,1,PR12 : DSM IV,2,5,4,5,3,5,4,2,3,5,2,4,5,1,4,2,1,1,1,5,5,1,4,5,1,4,4,4,5,3,5,4,1,4,5,1,4,3,1,5,3,4,5,5,1,4,2,2,2,1,1,5,3,1,1,5,2,1,1,4,23,2,,5,Biromatic Asexual,1,2,4
03/03/2022 18:56,03/03/2022 19:00,0,100,253,1,03/03/2022 19:00,R_3posxAmHkOvvFFa,anonymous,EN,1,PR12 : DSM IV,1,3,4,3,5,1,5,5,1,2,5,2,3,1,1,5,2,3,4,1,1,1,5,5,4,5,4,2,5,5,5,4,2,1,2,5,4,2,1,3,2,4,3,3,1,1,4,3,5,4,4,5,1,3,1,1,2,4,1,2,21,3,fuck knows tbh,4,,1,2,2
24/02/2022 12:57,24/02/2022 14:05,0,100,4126,1,24/02/2022 14:05,R_p0klrEcoHMzGeU9,anonymous,EN,1,PR03 : Pink Freuds,1,4,4,2,5,2,5,5,2,4,2,2,3,5,1,5,2,2,4,2,2,1,4,2,2,4,5,4,1,4,5,4,2,5,2,2,5,3,5,5,4,5,2,3,4,4,5,2,1,3,3,5,2,5,2,2,2,4,3,2,18,2,,5,Bisexual ,3,3,1
25/02/2022 08:53,25/02/2022 08:59,0,100,401,1,25/02/2022 08:59,R_2CEaGkXO8EEhbq9,anonymous,EN,1,PR01 : Pavlov's Puppies,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
25/02/2022 17:40,25/02/2022 17:53,0,100,811,1,25/02/2022 17:53,R_3KqiFxYpNsxsaUM,anonymous,EN,1,PR12 : DSM IV,2,5,4,1,1,1,5,5,1,5,5,2,4,5,5,5,1,2,5,5,5,1,5,1,2,5,5,3,2,1,5,4,2,5,5,4,2,5,5,5,1,4,4,4,1,1,4,4,1,1,5,5,5,5,1,2,5,1,4,5,33,3,Gendeefluid,4,,2,3,2
25/02/2022 17:09,25/02/2022 17:12,0,100,220,1,25/02/2022 17:12,R_2CE9rl7FzwChOuY,anonymous,EN,1,PR12 : DSM IV,2,5,1,1,1,1,4,3,4,4,2,3,4,4,4,4,1,5,5,4,4,4,4,1,2,3,3,2,2,2,5,4,3,5,4,2,4,4,4,5,2,4,4,2,3,3,2,2,1,2,2,5,4,5,3,4,4,4,4,4,24,2,,5,Bisexual & asexual,1,2,1
24/02/2022 13:42,24/02/2022 13:51,0,100,528,1,24/02/2022 13:51,R_6u3CSo2HycP7zqx,anonymous,EN,1,PR12 : DSM IV,2,5,4,2,2,2,4,5,4,5,4,2,4,4,5,5,1,4,4,5,2,2,5,1,1,5,5,4,2,1,5,4,4,5,4,2,4,5,4,5,2,4,4,1,1,1,2,2,1,4,4,4,4,5,1,2,4,4,4,5,17,3,Gender apathetic,4,,1,2,3
25/02/2022 08:59,25/02/2022 09:03,0,100,254,1,25/02/2022 09:03,R_3JlKvSQDaTmLjsI,anonymous,EN,1,PR12 : DSM IV,2,3,4,4,4,4,5,2,4,4,5,2,4,3,5,2,2,4,5,4,4,2,4,4,1,2,4,4,4,5,4,5,2,2,2,2,5,4,4,4,3,3,4,5,5,4,4,2,3,2,4,4,4,4,4,2,4,4,2,4,23,1,,4,,3,2,1
25/02/2022 08:52,25/02/2022 09:04,0,100,713,1,25/02/2022 09:04,R_3M42zRRLxG9PSvi,anonymous,EN,1,PR12 : DSM IV,1,3,5,2,2,2,4,5,2,5,5,2,2,3,4,5,3,4,3,5,1,2,5,3,1,5,4,3,1,2,5,4,2,4,3,2,3,2,5,5,2,4,4,5,2,2,4,2,1,2,3,4,2,5,4,2,3,2,2,4,18,4,,4,,1,2,1
25/02/2022 08:51,25/02/2022 09:04,0,100,786,1,25/02/2022 09:04,R_yORxsrgiKPlDunL,anonymous,EN,1,PR12 : DSM IV,3,4,3,5,5,3,4,2,4,4,4,3,4,5,4,5,2,4,4,5,3,5,2,5,2,1,4,2,3,5,4,5,4,5,4,3,5,3,5,5,4,4,5,4,1,3,3,1,2,1,2,5,5,5,1,3,4,4,3,5,29,1,,4,,2,1,3
25/02/2022 08:54,25/02/2022 09:05,0,100,624,1,25/02/2022 09:05,R_eD5kyeSTzme9noJ,anonymous,EN,1,PR12 : DSM IV,3,4,3,4,2,2,5,4,4,5,2,3,4,3,5,4,2,4,4,4,4,2,5,4,2,1,2,1,4,2,5,3,2,4,4,4,3,2,4,5,2,4,5,4,2,3,2,1,2,4,4,4,5,3,2,2,5,4,3,4,25,1,,4,,2,1,4
25/02/2022 09:01,25/02/2022 09:05,0,100,237,1,25/02/2022 09:05,R_31duwQ2hHSjA0MV,anonymous,EN,1,PR12 : DSM IV,1,5,4,3,4,1,4,2,1,5,3,4,3,2,5,5,4,5,3,4,2,3,4,1,1,4,2,4,3,2,5,4,3,4,4,4,4,3,5,5,2,4,4,3,2,2,4,2,2,3,3,4,4,5,1,3,3,4,3,5,18,1,,4,,1,1,4
26/02/2022 08:37,26/02/2022 08:47,0,100,599,1,26/02/2022 08:47,R_1QlINPNsQhXWkEJ,anonymous,EN,1,PR12 : DSM IV,3,4,2,3,1,4,4,1,3,5,3,4,4,4,4,3,3,5,4,5,4,2,5,5,1,5,2,1,3,1,1,4,3,4,5,1,3,4,2,5,1,4,5,4,1,5,4,2,2,1,3,3,2,4,1,4,5,2,2,5,31,2,,5,bisexual and aceflux,1,1,4
25/02/2022 08:59,25/02/2022 09:06,0,100,420,1,25/02/2022 09:06,R_2CpFH9RQfod36k9,anonymous,EN,1,PR12 : DSM IV,2,4,4,2,1,2,4,3,4,5,2,2,5,2,5,5,1,4,5,5,1,1,4,4,1,2,4,2,4,1,5,4,2,4,4,4,2,4,4,4,4,2,4,4,1,2,2,2,2,1,5,5,2,4,1,4,4,2,2,5,23,2,,4,,1,1,1
01/03/2022 06:33,01/03/2022 06:37,0,100,254,1,01/03/2022 06:37,R_tMSd735tb4Nmncd,anonymous,EN,1,,5,4,2,4,2,2,5,2,4,5,2,4,4,3,4,2,2,5,5,4,3,2,4,4,2,1,4,2,4,2,2,4,4,4,4,3,4,4,2,4,4,3,4,5,1,4,3,2,2,2,4,4,4,3,3,4,4,2,3,4,22,2,,5,Bisexual and asexual,1,1,4
25/02/2022 08:58,25/02/2022 09:07,0,100,491,1,25/02/2022 09:07,R_27VbFacZP0cwv0u,anonymous,EN,1,PR12 : DSM IV,1,2,2,1,2,2,3,4,2,4,4,4,4,4,5,5,5,5,4,1,1,4,5,3,5,3,1,4,2,3,5,3,3,4,3,3,4,4,4,3,2,3,5,3,3,1,4,5,2,5,5,3,5,4,4,3,2,3,4,4,18,1,,4,,1,2,2
25/02/2022 09:04,25/02/2022 09:08,0,100,269,1,25/02/2022 09:08,R_3oR6ofSTsdWupxs,anonymous,EN,1,PR12 : DSM IV,1,4,4,1,1,3,4,4,3,5,3,3,3,5,5,4,3,4,4,4,3,5,4,1,1,4,3,5,2,1,5,4,4,5,3,3,4,5,4,5,4,5,3,3,1,2,3,3,1,2,1,4,5,5,1,4,4,4,3,5,16,2,,4,,1,2,3
01/03/2022 15:16,01/03/2022 15:23,0,100,417,1,01/03/2022 15:23,R_3PovRxebiBgJS2R,anonymous,EN,1,PR12 : DSM IV,3,5,2,3,3,4,5,3,3,5,1,1,5,3,5,3,1,4,3,5,4,1,2,5,1,3,5,3,4,2,4,5,4,4,5,1,3,5,4,5,4,3,5,4,1,4,2,1,1,1,3,5,5,4,2,5,5,3,4,5,25,3,Nonbinary ,5,Bisexual and asexual,3,4,4
24/02/2022 06:19,25/02/2022 09:14,0,100,96894,1,25/02/2022 09:14,R_1jelwc3UxBuAbYz,anonymous,EN,1,PR01 : Shycology,4,5,5,5,5,5,5,4,4,5,4,1,1,1,5,5,5,1,1,5,4,1,5,5,1,1,1,5,1,1,5,5,1,1,5,1,4,5,1,5,4,5,5,5,1,1,1,5,4,1,4,5,5,1,1,3,1,4,1,5,23,2,,1,,1,2,1
25/02/2022 09:09,25/02/2022 09:14,0,100,340,1,25/02/2022 09:14,R_Zzf2IY9gaGzKBbP,anonymous,EN,1,PR12 : DSM IV,2,4,4,2,1,1,5,4,3,4,3,2,5,4,4,5,2,2,4,5,1,1,5,2,2,4,5,4,3,1,5,4,2,4,5,4,2,2,4,4,2,3,5,3,2,2,2,4,2,1,5,5,2,4,1,5,5,3,3,4,19,2,,4,,3,1,1
25/02/2022 09:11,25/02/2022 09:17,0,100,337,1,25/02/2022 09:17,R_3Js0I3lk6Vd2WUr,anonymous,EN,1,PR13 : Pinkest Freud,2,2,5,5,5,4,5,5,2,5,4,2,5,3,2,4,3,2,2,2,2,2,4,5,2,2,5,5,5,4,5,3,1,1,2,5,2,2,1,5,3,4,4,5,1,2,5,4,4,4,4,4,2,1,2,4,2,4,2,2,42,,,4,,0,,1
25/02/2022 09:16,25/02/2022 09:20,0,100,284,1,25/02/2022 09:20,R_3oGfUbBbsTqlOy6,anonymous,EN,1,PR08 : Pink Freud,4,2,4,2,2,4,5,4,4,4,1,2,5,4,2,4,1,4,4,4,2,1,4,4,4,4,4,2,4,1,5,1,2,4,5,3,2,4,2,4,3,4,4,4,1,2,1,3,2,1,2,5,4,2,2,4,3,2,1,4,18,2,,1,,1,2,1
25/02/2022 09:16,25/02/2022 09:22,0,100,352,1,25/02/2022 09:22,R_3iwCO5eabPi0YQ6,anonymous,EN,1,PR12 : DSM IV,2,3,1,3,4,3,5,2,3,4,5,5,4,2,3,3,5,5,3,2,4,3,2,3,1,2,3,2,4,4,5,4,5,5,5,2,3,4,3,5,4,3,5,5,2,2,4,1,4,4,3,5,4,2,3,1,4,1,1,4,16,1,,4,,1,1,1
25/02/2022 09:16,25/02/2022 09:23,0,100,380,1,25/02/2022 09:23,R_2X5UU9qkBqQZ5u3,anonymous,EN,1,PR12 : DSM IV,4,5,4,4,4,4,5,4,5,5,1,2,4,4,4,2,1,2,2,5,5,2,4,4,1,2,5,2,5,4,4,4,2,2,5,2,2,5,4,5,4,2,4,5,1,5,1,4,4,2,1,5,4,4,2,4,5,4,1,2,21,1,,4,,1,2,1
